name,type,city,district,address,longitude,latitude,capacity,evaluate_year,evaluation_type,evaluation_result,rating_amount,rating_score,rating_average,google
臺北市私立乖乖幼兒園,私立,臺北市,中正區,臺北市中正區南海路96之1及96之2號1至2樓,121.5084756,25.0284335,120,102學年度,追蹤評鑑,全數指標通過追蹤評鑑,9,39,4.333333333,5
臺北市私立家緣蒙特梭利幼兒園,私立,臺北市,中正區,臺北市中正區杭州南路1段131巷5號1樓,121.5253618,25.0366409,30,105學年度,基礎評鑑,全數指標通過基礎評鑑,39,129,3.307692308,4.1
臺北市私立何嘉仁臨沂幼兒園,私立,臺北市,中正區,臺北市中正區臨沂街65巷1號1樓、2樓、3樓,121.5286636,25.0363944,181,107學年度,基礎評鑑,全數指標通過基礎評鑑,14,31,2.214285714,4.5
耕莘健康管理專科學校附設臺北市私立螢橋非營利幼兒園,非營利,臺北市,中正區,臺北市中正區汀洲路三段4號,121.5265634,25.0189196,106,無評鑑資料,無評鑑資料,無評鑑資料,37,170,4.594594595,4.2
臺北市大同區雙蓮國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區錦西街51號,121.5167044,25.0601155,150,107學年度,基礎評鑑,全數指標通過基礎評鑑,24,55,2.291666667,4.4
臺北市大同區延平國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區昌吉街97號,121.5124288,25.0666472,120,107學年度,基礎評鑑,全數指標通過基礎評鑑,8,19,2.375,4.5
臺北市大同區太平國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區延平北路二段239號,121.511449,25.061383,152,107學年度,基礎評鑑,全數指標通過基礎評鑑,6,26,4.333333333,4.2
臺北市大同區大同國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區大龍街51號,121.5168867,25.0650081,120,107學年度,基礎評鑑,全數指標通過基礎評鑑,10,39,3.9,4.2
臺北市大同區日新國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區太原路151號,121.5164821,25.0544041,150,107學年度,基礎評鑑,全數指標通過基礎評鑑,5,9,1.8,4
臺北市大同區大橋國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區重慶北路三段2號,121.5125477,25.0640328,106,107學年度,基礎評鑑,全數指標通過基礎評鑑,13,65,5,4.3
臺北市大同區大龍國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區哈密街47號,121.5167087,25.0734011,166,107學年度,基礎評鑑,全數指標通過基礎評鑑,40,196,4.9,4.1
臺北市立大同幼兒園,公立,臺北市,大同區,臺北市大同區南京西路64巷9弄8號,121.519022,25.052344,180,107學年度,基礎評鑑,全數指標通過基礎評鑑,12,54,4.5,4.5
臺北市大同區永樂國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區延平北路二段266號,121.5110848,25.061297,182,107學年度,基礎評鑑,全數指標通過基礎評鑑,30,69,2.3,3.8
臺北市大同區蓬萊國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區寧夏路35號,121.5157097,25.0563873,90,107學年度,基礎評鑑,全數指標通過基礎評鑑,23,35,1.52173913,4.8
臺北市立啟聰學校幼兒部,公立,臺北市,大同區,臺北市大同區重慶北路3段320號,121.5127557,25.0747751,0,無評鑑資料,無評鑑資料,無評鑑資料,31,87,2.806451613,4.5
臺北市私立功文雪泥幼兒園,私立,臺北市,大同區,臺北市大同區哈密街59巷79、81號1、2、3樓,121.515812,25.075948,60,102學年度,基礎評鑑,全數指標通過基礎評鑑,27,70,2.592592593,3.8
臺北市私立榮星幼兒園,私立,臺北市,大同區,臺北市大同區歸綏街303巷9號1樓及2樓,121.5088014,25.0587665,180,102學年度,基礎評鑑,全數指標通過基礎評鑑,24,94,3.916666667,4.5
臺北市私立博登幼兒園,私立,臺北市,大同區,臺北市大同區承德路三段208巷29號及33號1樓,121.5172494,25.070585,99,107學年度,基礎評鑑,部分指標通過基礎評鑑,24,82,3.416666667,4
臺北市私立功文成長幼兒園,私立,臺北市,大同區,臺北市大同區大同區哈密街59巷83號1-2樓,121.515812,25.075948,42,102學年度,基礎評鑑,全數指標通過基礎評鑑,20,94,4.7,4.7
臺北市私立育學幼兒園,私立,臺北市,大同區,臺北市大同區民族西路162巷3號1樓,121.515442,25.068198,37,107學年度,基礎評鑑,部分指標通過基礎評鑑,42,151,3.595238095,5
臺北市私立親兒園蒙特梭利幼兒園,私立,臺北市,大同區,臺北市大同區承德路2段47號2樓及47號2樓之1,121.5184199,25.0551608,55,102學年度,基礎評鑑,全數指標通過基礎評鑑,27,103,3.814814815,5
臺北市私立格爾登幼兒園,私立,臺北市,大同區,臺北市大同區承德路三段40號1樓,121.5180682,25.0646995,35,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,39,148,3.794871795,4.7
臺北市私立水晶幼兒園,私立,臺北市,大同區,臺北市大同區延平北路二段272巷7號1樓,121.5108833,25.0621653,30,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,14,50,3.571428571,4.8
臺北市私立海桔斯幼兒園,私立,臺北市,大同區,臺北市大同區延平北路二段286、286之1、286之2、286之3、286之4號1樓,121.5111704,25.0622911,39,105學年度,基礎評鑑,全數指標通過基礎評鑑,34,150,4.411764706,4.8
財團法人陳德星堂附設臺北市私立德星幼兒園,私立,臺北市,大同區,臺北市大同區寧夏路27號1樓,121.5158641,25.0555111,150,107學年度,基礎評鑑,全數指標通過基礎評鑑,31,124,4,3.5
臺北市私立甜甜屋幼兒園,私立,臺北市,大同區,臺北市大同區重慶北路三段296巷4弄4號1樓,121.5133065,25.073509,18,107學年度,基礎評鑑,全數指標通過基礎評鑑,47,197,4.191489362,3.5
臺北市私立甜甜屋親子幼兒園,私立,臺北市,大同區,臺北市大同區哈密街143之2號及143之3號1樓,121.4951149,25.07216,38,105學年度,基礎評鑑,全數指標通過基礎評鑑,10,28,2.8,3.7
財團法人天主教會台北教區附設臺北市私立聖心幼兒園,私立,臺北市,大同區,臺北市大同區民生西路245號1樓至3樓,121.5148879,25.057244,330,107學年度,基礎評鑑,全數指標通過基礎評鑑,47,207,4.404255319,4.8
財團法人王氏太原堂附設臺北市私立太原幼兒園,私立,臺北市,大同區,臺北市大同區迪化街二段243巷2號1樓,121.5124496,25.0716869,210,104學年度,基礎評鑑,全數指標通過基礎評鑑,44,132,3,4.2
臺北市私立重慶非營利幼兒園,非營利,臺北市,大同區,臺北市大同區大龍街187巷1號1,121.5161992,25.0693577,84,104學年度,基礎評鑑,全數指標通過基礎評鑑,46,221,4.804347826,3.6
臺北市立中山幼兒園,公立,臺北市,中山區,臺北市中山區大直街25號1、2樓,121.546687,25.0818499,270,107學年度,基礎評鑑,全數指標通過基礎評鑑,15,71,4.733333333,4
臺北市中山區長安國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區吉林路15號,121.5301139,25.0495306,136,104學年度,基礎評鑑,全數指標通過基礎評鑑,7,14,2,4.3
臺北市中山區懷生國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區安東街16巷2號,121.5417844,25.0452404,30,107學年度,基礎評鑑,部分指標通過基礎評鑑,9,20,2.222222222,4.5
臺北市中山區大佳國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區濱江街107號2樓,121.5363585,25.0733502,60,107學年度,基礎評鑑,全數指標通過基礎評鑑,38,152,4,3.9
臺北市中山區濱江國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區樂群2路266巷99號,121.5609806,25.0768972,182,107學年度,基礎評鑑,全數指標通過基礎評鑑,21,71,3.380952381,4.2
臺北市中山區大直國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區大直街2號,121.5464127,25.0805261,106,107學年度,基礎評鑑,部分指標通過基礎評鑑,6,17,2.833333333,4.2
臺北市中山區永安國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區明水路397巷19弄1號,121.5495772,25.0787857,150,107學年度,基礎評鑑,全數指標通過基礎評鑑,23,110,4.782608696,4.1
臺北市中山區五常國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區五常街16號,121.5418175,25.0640119,226,107學年度,基礎評鑑,全數指標通過基礎評鑑,24,98,4.083333333,4.2
臺北市中山區吉林國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區長春路116號,121.529321,25.054652,166,107學年度,基礎評鑑,全數指標通過基礎評鑑,48,211,4.395833333,4.3
臺北市中山區長春國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區長春路165號,121.5339007,25.0549363,120,107學年度,基礎評鑑,全數指標通過基礎評鑑,40,84,2.1,4.3
臺北市中山區中山國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區民權東路一段69號,121.5260193,25.0635936,180,107學年度,基礎評鑑,全數指標通過基礎評鑑,19,32,1.684210526,4.2
臺北市立育航幼兒園,公立,臺北市,中山區,臺北市中山區長春路256號,121.5387134,25.0545164,270,107學年度,基礎評鑑,全數指標通過基礎評鑑,48,158,3.291666667,5
臺北市中山區中正國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區龍江路62號,121.5393708,25.0506621,136,107學年度,基礎評鑑,全數指標通過基礎評鑑,42,143,3.404761905,4.5
臺北市私立正光幼兒園,私立,臺北市,中山區,臺北市中山區松江路362巷13、15、17、19號1樓,121.5323809,25.062026,38,107學年度,基礎評鑑,部分指標通過基礎評鑑,27,116,4.296296296,5
臺北市私立愛迪兒幼兒園,私立,臺北市,中山區,臺北市中山區松江路170巷17號2樓,121.5309956,25.0561512,40,105學年度,基礎評鑑,全數指標通過基礎評鑑,38,148,3.894736842,5
臺北市私立小伊園幼兒園,私立,臺北市,中山區,臺北市中山區伊通街27之1號1樓,121.535119,25.049879,28,102學年度,追蹤評鑑,全數指標通過追蹤評鑑,6,23,3.833333333,4
臺北市私立山秀幼兒園,私立,臺北市,中山區,臺北市中山區明水路606巷16號2樓及18號1至2樓,121.552414,25.081834,99,103學年度,基礎評鑑,全數指標通過基礎評鑑,7,13,1.857142857,5
臺北市私立蒙特梭利快樂園幼兒園,私立,臺北市,中山區,臺北市中山區樂群二路188、190號1樓,121.5585139,25.0795069,39,107學年度,基礎評鑑,全數指標通過基礎評鑑,23,83,3.608695652,5
臺北市私立蒙特梭利欣兒園幼兒園,私立,臺北市,中山區,臺北市中山區堤頂大道2段342、344號1、2樓、1樓夾層,121.5633546,25.0792932,63,107學年度,基礎評鑑,全數指標通過基礎評鑑,29,131,4.517241379,4.1
臺北市私立幼馨幼兒園,私立,臺北市,中山區,臺北市中山區合江街180巷19號1樓,121.5382801,25.0611521,19,104學年度,基礎評鑑,全數指標通過基礎評鑑,16,80,5,3.3
有限責任臺北市立五常國民中學員生消費合作社附設臺北市私立員工子女幼兒園,私立,臺北市,中山區,臺北市中山區復興北路430巷1號1樓,121.543106,25.063483,40,102學年度,基礎評鑑,全數指標通過基礎評鑑,33,69,2.090909091,4
臺北市私立喬可幼兒園,私立,臺北市,中山區,臺北市中山區北安路554巷19號,121.548953,25.080086,40,102學年度,基礎評鑑,全數指標通過基礎評鑑,9,25,2.777777778,4
臺北市私立嘉霖幼兒園,私立,臺北市,中山區,臺北市中山區民權東路2段107號2樓、3樓、3樓之1、2、3,121.53296,25.0627166,220,107學年度,基礎評鑑,部分指標通過基礎評鑑,38,190,5,5
臺北市私立艾達幼兒園,私立,臺北市,中山區,臺北市中山區堤頂大道二段282、284、286號1樓、1樓夾層,121.5649999,25.0782428,69,104學年度,基礎評鑑,全數指標通過基礎評鑑,29,75,2.586206897,5
臺北市私立松江蒙特梭利幼兒園,私立,臺北市,中山區,臺北市中山區松江路124巷21、23、25號,121.5306735,25.0526923,98,103學年度,基礎評鑑,全數指標通過基礎評鑑,17,85,5,5
臺北市私立荳荳園幼兒園,私立,臺北市,中山區,臺北市中山區龍江路31號2樓,121.5405092,25.0487005,40,107學年度,基礎評鑑,全數指標通過基礎評鑑,28,104,3.714285714,5
臺北市私立國際蒙特梭利幼兒園,私立,臺北市,中山區,臺北市中山區樂群二路128號1樓,121.555777,25.079632,161,105學年度,基礎評鑑,全數指標通過基礎評鑑,33,132,4,3.5
臺北市私立傑聲幼兒園,私立,臺北市,中山區,臺北市中山區明水路397巷2弄10、12號1、2樓,121.5471894,25.0779614,98,107學年度,基礎評鑑,全數指標通過基礎評鑑,36,148,4.111111111,4.6
臺北市私立河岸小百合蒙特梭利幼兒園,私立,臺北市,中山區,臺北市中山區明水路397巷19弄18號1樓、18之2號1樓、20號1樓、18號2樓之1及18號2樓之2,121.5488365,25.078528,68,104學年度,基礎評鑑,全數指標通過基礎評鑑,36,119,3.305555556,4.9
臺北市私立科見幼兒園,私立,臺北市,中山區,臺北市中山區松江路90巷9號2樓,121.531192,25.0506314,75,105學年度,基礎評鑑,全數指標通過基礎評鑑,34,133,3.911764706,4.5
臺北市私立立興幼兒園,私立,臺北市,中山區,臺北市中山區龍江路342巷37號1樓及356巷48號1樓,121.5390759,25.0658239,240,105學年度,基礎評鑑,全數指標通過基礎評鑑,40,164,4.1,3.2
臺北市私立五常幼兒園,私立,臺北市,中山區,臺北市中山區龍江路377巷24號1樓,121.542401,25.0646969,60,102學年度,追蹤評鑑,全數指標通過追蹤評鑑,30,150,5,5
臺北市私立小甜甜幼兒園,私立,臺北市,中山區,臺北市中山區五常街51號1樓,121.539433,25.064425,90,107學年度,基礎評鑑,全數指標通過基礎評鑑,42,139,3.30952381,5
實踐大學附設臺北市私立幼兒園,私立,臺北市,中山區,臺北市中山區大直街70號1樓,121.546135,25.0838764,150,103學年度,基礎評鑑,全數指標通過基礎評鑑,44,220,5,4.7
臺北市私立新生幼兒園,私立,臺北市,中山區,臺北市中山區新生北路2段125號1、2樓,121.5280598,25.0596791,390,104學年度,基礎評鑑,全數指標通過基礎評鑑,38,190,5,5
臺北市私立大愛幼兒園,私立,臺北市,中山區,臺北市中山區松江路221巷15號1樓,121.5353504,25.0584481,31,107學年度,基礎評鑑,全數指標通過基礎評鑑,8,29,3.625,4.5
臺北市私立新自立全人幼兒園,私立,臺北市,中山區,臺北市中山區德惠街150號2樓及152號1、2樓,121.5311326,25.0665176,75,102學年度,追蹤評鑑,全數指標通過追蹤評鑑,35,161,4.6,4.6
臺北市私立新自立幼兒園,私立,臺北市,中山區,臺北市中山區吉林路407巷7號1樓,121.5308866,25.066169,60,103學年度,基礎評鑑,全數指標通過基礎評鑑,9,25,2.777777778,5
臺北市私立友丞幼兒園,私立,臺北市,中山區,臺北市中山區錦州街452號1、2樓,121.5435437,25.0600949,40,102學年度,追蹤評鑑,全數指標通過追蹤評鑑,7,20,2.857142857,3
臺北市私立韋斯登幼兒園,私立,臺北市,中山區,臺北市中山區合江街73巷33號1樓,121.5403032,25.0588327,24,105學年度,基礎評鑑,全數指標通過基礎評鑑,37,167,4.513513514,5
臺北市私立龍江幼兒園,私立,臺北市,中山區,臺北市中山區龍江路397巷12號1樓,121.541689,25.065477,20,105學年度,基礎評鑑,全數指標通過基礎評鑑,29,90,3.103448276,4.7
臺北市私立晨星蒙特梭利幼兒園,私立,臺北市,中山區,臺北市中山區龍江路114巷6號1樓,121.540048,25.0530409,32,107學年度,基礎評鑑,全數指標通過基礎評鑑,40,200,5,4
臺北市私立喬幼國際幼兒園,私立,臺北市,中山區,臺北市中山區民權東路三段63、65、67號2樓至3樓,121.543362,25.062583,99,107學年度,基礎評鑑,全數指標通過基礎評鑑,26,130,5,4.8
臺北市私立道明幼兒園,私立,臺北市,中山區,臺北市中山區吉林路378號1、2樓,121.5300009,25.0646298,310,102學年度,基礎評鑑,全數指標通過基礎評鑑,20,56,2.8,3.1
臺北市私立大智幼兒園,私立,臺北市,中山區,臺北市中山區明水路397巷7弄24號1樓,121.5487137,25.0778614,40,105學年度,基礎評鑑,全數指標通過基礎評鑑,41,205,5,4.7
臺北市私立宜家蒙特梭利幼兒園,私立,臺北市,中山區,臺北市中山區龍江路271巷5號1樓,121.5465771,25.061642,28,103學年度,基礎評鑑,全數指標通過基礎評鑑,5,25,5,5
